Cycle	Depth	angle_mean	angle_std	area_convex	area_px	area_um	circularity	cvgrey	datetime_fin	datetime_ini	eccentricity	elongation	esd_px	esd_um	extent	img_fin	img_ini	intgrey	kurtgrey	length	longest_distance	major_px	maxgrey	mean_orientation_particle	meangrey	mediangrey	mingrey	minor_px	orientation	perim_px	perimmajor	rangegrey	rayleigh_statistics	rmsd	roll_correction	seq	sinusoity_index	skewgrey	solidity	speed	stdgrey	step_length_mean	step_length_std	track_id	vertical_speed	vig_name	vx	deployment	path_to_vig	object_lat	object_lon	object_date	object_time	object_link	object_depth_min	object_depth_max	object_annotation_status	object_annotation_person_name	object_annotation_person_email	object_annotation_date	object_annotation_time	object_annotation_category	object_annotation_hierarchy	object_esd	object_orientation	sample_id	sample_dataportal_descriptor	sample_deployment	sample_depth	process_id	acq_id	acq_instrument	type
moose22_c1	500	342.43171555294225	26.613711284019928	421	290.5	1445075.6126050109	0.19700560887134208	45.743122221702784	2022-09-08 16:18:15.000	2022-09-08 16:18:12.000	0.8993561233558294	2.3790481488473216	19.23010411364114	1356.2518753071088	0.404962814645309	20220908-161815-1	20220908-161812-1	22947.5	-0.6509377505689695	4	33.54036273540009	34.529531897195355	176.5	27.124378845628318	77.74080086580088	76	25.5	14.732948079886494	mix	135.6929111656884	3.957586830609024	151	0.07979396207609914	63.05942035007845	3	20220908-160000	1.9931881783218848	0.4354836521392103	0.6680021367521367	442.53150858180834	34.48269182011042	5121.892460437597	1419.3121485470533	moose22_c1500_20220908-161812-1-296	121.95505797899376	moose22_c1500_20220908-161812-1-296.png	358.6328399947874	moose22_c1_500	C:\Users\Manon Laget\Desktop\UVP6_data\projects\paper_methodo\analyses\data\track_data\img_to_show\moose22_c1500_20220908-161812-1-296.png	NA	NA	NA	NA	NA	NA	NA	validated	Tristan Biard	tbiard@sb-roscoff.fr	20230124	135702	t001	temporary>t001	1331.4798186539324	mix	moose22_c1_500	NA	moose22_c1	500	__DUMMY_ID__1695371__	__DUMMY_ID__442998__	NA	suspended
moose22_c1	500	138.42302778109254	10.20003531369565	88.5	70	286923.4579377691	0.5422472062942993	43.760066041212816	2022-09-08 16:18:55.000	2022-09-08 16:18:53.000	0.8550524169019559	1.9285267488520057	9.440456589346994	604.3990725581797	0.5811838624338624	20220908-161855-1	20220908-161853-1	3471.5	-0.46043155671273	4	0	14.491737188098098	108	78.33807280861849	49.89555979947481	43	23	7.339202534770576	asc	38.9025432638166	2.8805882695051634	85	0.03890624708039925	48.963505553976574	3	20220908-160000	1.4232653810283202	0.6770113121137216	0.7704301075268818	474.3139803035183	21.26894205551557	3659.830094934555	333.2133235067509	moose22_c1500_20220908-161853-1-314	-309.99158050731614	moose22_c1500_20220908-161853-1-314.png	327.43688021007637	moose22_c1_500	C:\Users\Manon Laget\Desktop\UVP6_data\projects\paper_methodo\analyses\data\track_data\img_to_show\moose22_c1500_20220908-161853-1-314.png	NA	NA	NA	NA	NA	NA	NA	validated	Manon Laget	manon.laget@univ-littoral.fr	20230209	154253	true	not-living>detritus>true	592.8610227660256	asc	moose22_c1_500	NA	moose22_c1	500	__DUMMY_ID__1695371__	__DUMMY_ID__442998__	NA	ascending
moose22_c1	500	122.50670669048824	7.7797097908321735	93.5	79	329179.06833031354	0.6325308658658964	41.99072382996378	2022-09-08 16:19:02.000	2022-09-08 16:18:56.000	0.8258226389806902	1.7736069794311393	10.029253413593553	647.3977194099724	0.6222222222222222	20220908-161902-1	20220908-161856-1	4946	-0.7691439964509179	8	0	14.150153814472466	130	74.32397998032837	62.21141490088858	64	24.5	7.746292884219612	asc	40.60965004500315	2.8698664413669244	105	-9.447160381041784e-5	58.98809107969539	3	20220908-160000	1.1317345359514583	0.29616807895302044	0.8637267904509284	491.417127028106	26.287122468305625	4875.169910993114	551.5757246507216	moose22_c1500_20220908-161856-1-321	-410.826534501748	moose22_c1500_20220908-161856-1-321.png	233.5026848234511	moose22_c1_500	C:\Users\Manon Laget\Desktop\UVP6_data\projects\paper_methodo\analyses\data\track_data\img_to_show\moose22_c1500_20220908-161856-1-321.png	NA	NA	NA	NA	NA	NA	NA	validated	Manon Laget	manon.laget@univ-littoral.fr	20230207	191338	true	not-living>detritus>true	660.73142162348	asc	moose22_c1_500	NA	moose22_c1	500	__DUMMY_ID__1695371__	__DUMMY_ID__442998__	NA	ascending
moose22_c1	500	107.7058684270603	3.695596596080488	80	72	296253.8640724134	0.7401188209103156	43.16096613128737	2022-09-08 16:19:06.500	2022-09-08 16:19:04.000	0.8230735355004327	1.7612070171804088	9.574383846340561	614.148727444472	0.6666666666666667	20220908-161906-2	20220908-161904-1	5418.5	-0.971584121471582	4	0	13.016633371152096	138.5	68.01226622889611	74.79777312523791	73	23	7.484696936780892	asc	35.09188309203678	2.7029202756959245	115.5	0.03406641300703107	48.59707179711555	3	20220908-160000	1.4371174135987954	0.14661570851100125	0.9044952937358	545.896831565178	31.04847610422224	5265.208637781424	436.24437655452124	moose22_c1500_20220908-161904-1-331	-519.0204348265202	moose22_c1500_20220908-161904-1-331.png	136.64001802816856	moose22_c1_500	C:\Users\Manon Laget\Desktop\UVP6_data\projects\paper_methodo\analyses\data\track_data\img_to_show\moose22_c1500_20220908-161904-1-331.png	NA	NA	NA	NA	NA	NA	NA	validated	Manon Laget	manon.laget@univ-littoral.fr	20230209	154032	true	not-living>detritus>true	615.3492581254102	asc	moose22_c1_500	NA	moose22_c1	500	__DUMMY_ID__1695371__	__DUMMY_ID__442998__	NA	ascending
moose22_c1	500	198.9268302162881	17.939214560816072	130	111	484411.8291667493	0.7120283090917685	37.902403416496966	2022-09-08 16:24:29.000	2022-09-08 16:24:24.000	0.7187948030591822	1.438388866195038	11.888212206450687	785.3485193419539	0.621301775147929	20220908-162429-1	20220908-162424-1	10810	-0.6678288144143392	7	52.394251779458024	14.86942455957054	164	38.47918927138306	94.95454545454544	99	24	10.302988534149502	mix	45.24873734152917	3.0543353909951763	140	7.147758014278482e-4	81.46242881336184	3	20220908-160000	1.2875817153286149	-0.23833341305409875	0.8770491803278688	725.8332395859794	36.06790521846358	7000.7064003277355	1081.064549673584	moose22_c1500_20220908-162424-1-399	225.07619521805896	moose22_c1500_20220908-162424-1-399.png	666.9045075663719	moose22_c1_500	C:\Users\Manon Laget\Desktop\UVP6_data\projects\paper_methodo\analyses\data\track_data\img_to_show\moose22_c1500_20220908-162424-1-399.png	NA	NA	NA	NA	NA	NA	NA	validated	Tristan Biard	tbiard@sb-roscoff.fr	20230124	143737	true	not-living>detritus>true	800.644930942853	mix	moose22_c1_500	NA	moose22_c1	500	__DUMMY_ID__1695371__	__DUMMY_ID__442998__	NA	suspended
moose22_c1	500	123.238245445021	11.032341854680784	111	102.5	442504.1335474701	0.8360267065558418	40.59754282108668	2022-09-08 16:24:42.000	2022-09-08 16:24:39.000	0.7908616279422789	1.6340546549610615	11.423662533138534	750.5829952453067	0.6388694638694639	20220908-162442-1	20220908-162439-1	11990	-0.9351197131591537	4	0	14.663652403056293	199	61.32050259199076	117.92972126188421	130.25	24.5	8.852601233532964	asc	38.17766952966369	2.6049284452003807	172.5	0.03989178201712017	58.691265478634385	3	20220908-160000	1.4227405992261781	-0.3911675832822919	0.9142586238035036	396.49292698234365	49.35184293133686	4589.038506740089	618.0605658376572	moose22_c1500_20220908-162439-1-413	-325.12199159013875	moose22_c1500_20220908-162439-1-413.png	187.3507602625431	moose22_c1_500	C:\Users\Manon Laget\Desktop\UVP6_data\projects\paper_methodo\analyses\data\track_data\img_to_show\moose22_c1500_20220908-162439-1-413.png	NA	NA	NA	NA	NA	NA	NA	validated	Tristan Biard	tbiard@sb-roscoff.fr	20230124	143737	true	not-living>detritus>true	737.6829615321426	asc	moose22_c1_500	NA	moose22_c1	500	__DUMMY_ID__1695371__	__DUMMY_ID__442998__	NA	ascending
moose22_c1	500	44.6845840841196	15.238043165045733	158	141.5	638250.1444079407	0.7445579310630547	43.53777316837378	2022-09-08 16:26:42.000	2022-09-08 16:26:39.000	0.7124542441636809	1.4278933805923133	13.422307326730404	901.4520844273692	0.6764705882352942	20220908-162642-1	20220908-162639-1	14561.5	-0.7602883906036868	4	19.654234635659133	16.538375106066994	213	357.5001802240423	102.908029008029	102.5	23	11.571019336884339	asc	49.21320343559643	2.9274782507774724	190	0.0463444624791477	36.464256434068076	3	20220908-160000	1.5133342617797891	0.01215816729065186	0.8928797401611339	388.10831689116685	44.80287962131547	4491.99440846258	107.09922610494414	moose22_c1500_20220908-162639-1-439	-263.5953918089121	moose22_c1500_20220908-162639-1-439.png	280.24825142857134	moose22_c1_500	C:\Users\Manon Laget\Desktop\UVP6_data\projects\paper_methodo\analyses\data\track_data\img_to_show\moose22_c1500_20220908-162639-1-439.png	NA	NA	NA	NA	NA	NA	NA	validated	Manon Laget	manon.laget@univ-littoral.fr	20230206	100744	true	not-living>detritus>true	897.7714790300467	asc	moose22_c1_500	NA	moose22_c1	500	__DUMMY_ID__1695371__	__DUMMY_ID__442998__	NA	ascending
moose22_c1	500	147.05354780658072	8.059282571562044	119	80	333932.76249290357	0.4216185054179285	45.09852170441365	2022-09-08 17:00:22.000	2022-09-08 17:00:20.000	0.9509716818460296	3.2358146088021504	10.09174145511717	651.9897690968971	0.36458333333333337	20220908-170022-1	20220908-170020-1	6572	-0.8892932554986654	4	5.123685655228181	20.62422136336605	152.5	305.01921076640394	82.10756722951845	83.25	23	6.437805495244563	asc	49.42031021678297	2.3852091189740525	129	0.036771941653306016	31.001345431020408	3	20220908-170000	1.5055136024547926	0.11751625675936805	0.6788429752066116	451.1525800119329	34.490241853342084	3481.1155865118294	150.5199591552466	moose22_c1500_20220908-170020-1-7	-243.01107205263474	moose22_c1500_20220908-170020-1-7.png	360.63973586862573	moose22_c1_500	C:\Users\Manon Laget\Desktop\UVP6_data\projects\paper_methodo\analyses\data\track_data\img_to_show\moose22_c1500_20220908-170020-1-7.png	NA	NA	NA	NA	NA	NA	NA	validated	Manon Laget	manon.laget@univ-littoral.fr	20230126	90444	true	not-living>detritus>true	647.8167895114861	asc	moose22_c1_500	NA	moose22_c1	500	__DUMMY_ID__1695371__	__DUMMY_ID__442998__	NA	ascending
moose22_c1	500	229.5708088830328	11.675755830832864	118	102	440048.8149077958	0.6915751895856325	40.0818146389274	2022-09-08 17:02:27.500	2022-09-08 17:02:25.000	0.6635482954139569	1.3369256014898032	11.395934046967659	748.5119760161721	0.6114926739926739	20220908-170227-2	20220908-170225-1	8626	-0.8008950911954567	4	8.51469944420055	14.291205999178574	151	317.64108458279287	86.21159043138826	90.25	24	10.690642002896698	desc	43.79898987322333	3.0647277939622386	127	0.04071630107586521	7.874404272442987	3	20220908-170000	1.368262319517372	-0.14631285005236006	0.8844189016602808	261.63588117977287	32.36542741320879	2523.494224341945	432.6313609118915	moose22_c1500_20220908-170225-1-39	195.59378071197108	moose22_c1500_20220908-170225-1-39.png	171.9437467334325	moose22_c1_500	C:\Users\Manon Laget\Desktop\UVP6_data\projects\paper_methodo\analyses\data\track_data\img_to_show\moose22_c1500_20220908-170225-1-39.png	NA	NA	NA	NA	NA	NA	NA	validated	Manon Laget	manon.laget@univ-littoral.fr	20230126	90522	true	not-living>detritus>true	780.1254289877284	desc	moose22_c1_500	NA	moose22_c1	500	__DUMMY_ID__1695371__	__DUMMY_ID__442998__	NA	sinking
moose22_c1	500	130.68042981467892	15.994123734296439	122.5	99.5	427881.47981224617	0.6477881601208195	46.68968053045754	2022-09-08 17:03:04.000	2022-09-08 17:03:02.000	0.5198863466740551	1.1706954285157318	11.252667234074993	737.8590767396449	0.5599112426035503	20220908-170304-1	20220908-170302-1	8362.5	-0.8822940686726122	4	7.639295939545841	13.049601829134026	175.5	40.09874501237448	83.8651821862348	88.25	24	10.726744240440992	asc	45.491378028648455	3.4836095043039226	151.5	0.047788592131695416	18.269979029590566	3	20220908-170000	1.6764325390730064	0.18135606179726005	0.8306491989319091	226.7433282861696	38.45496006440394	1749.5627182574815	264.94038549423317	moose22_c1500_20220908-170302-1-50	-165.8155574250754	moose22_c1500_20220908-170302-1-50.png	126.12692734324581	moose22_c1_500	C:\Users\Manon Laget\Desktop\UVP6_data\projects\paper_methodo\analyses\data\track_data\img_to_show\moose22_c1500_20220908-170302-1-50.png	NA	NA	NA	NA	NA	NA	NA	validated	Manon Laget	manon.laget@univ-littoral.fr	20230206	100904	true	not-living>detritus>true	744.1476028103191	asc	moose22_c1_500	NA	moose22_c1	500	__DUMMY_ID__1695371__	__DUMMY_ID__442998__	NA	ascending
moose22_c1	500	133.96758156555958	6.040901286701581	226.5	201	950968.2795419124	0.7058033080838901	36.828784874491745	2022-09-08 17:08:47.000	2022-09-08 17:08:41.000	0.6499635301610329	1.3159352875529315	15.997090204673235	1100.3287672202382	0.6683298319327731	20220908-170847-1	20220908-170841-1	18750.5	-0.7783390646782107	8	0	18.93609320344698	164	321.00240009169465	96.0166824794434	104	25	14.173265642453465	asc	59.81980515339464	3.1433169071195945	139	-1.0103528544259442e-4	46.117652602052004	3	20220908-170000	1.1675412897876623	-0.4129292595470348	0.8929798442510306	401.86036251256	34.59211926308195	3986.7099455611133	336.2757054868568	moose22_c1500_20220908-170841-1-115	-287.63396139948856	moose22_c1500_20220908-170841-1-115.png	259.52517084836995	moose22_c1_500	C:\Users\Manon Laget\Desktop\UVP6_data\projects\paper_methodo\analyses\data\track_data\img_to_show\moose22_c1500_20220908-170841-1-115.png	NA	NA	NA	NA	NA	NA	NA	validated	Manon Laget	manon.laget@univ-littoral.fr	20230206	100744	true	not-living>detritus>true	1099.8160907979504	asc	moose22_c1_500	NA	moose22_c1	500	__DUMMY_ID__1695371__	__DUMMY_ID__442998__	NA	ascending
moose22_c1	500	130.17941149934376	5.603749315591112	181	161	739063.9710588839	0.6719932435192881	37.08955448653547	2022-09-08 17:08:51.000	2022-09-08 17:08:48.000	0.6508186307482087	1.3171183106682458	14.317526556719258	970.054366538894	0.6711111111111111	20220908-170851-1	20220908-170848-1	14549	-0.3877758528801651	5	0.5832075801924748	16.604218031632787	177	306.98145611748686	90.36645962732919	94	25	12.72713494428771	asc	55.11269837220809	3.318292126265734	152	0.0075866029963089845	34.009150553870306	3	20220908-170000	1.3448358505994549	-0.1034151187860437	0.8730964467005076	374.67361641641014	33.598435607680415	3252.375142503559	166.40702931415902	moose22_c1500_20220908-170848-1-123	-284.84026725160777	moose22_c1500_20220908-170848-1-123.png	224.62276286511647	moose22_c1_500	C:\Users\Manon Laget\Desktop\UVP6_data\projects\paper_methodo\analyses\data\track_data\img_to_show\moose22_c1500_20220908-170848-1-123.png	NA	NA	NA	NA	NA	NA	NA	validated	Manon Laget	manon.laget@univ-littoral.fr	20230206	100744	true	not-living>detritus>true	949.305523571538	asc	moose22_c1_500	NA	moose22_c1	500	__DUMMY_ID__1695371__	__DUMMY_ID__442998__	NA	ascending
